scenario_id,iterations,seed,efficacy_sampling_method,efficacy_sampling_description,mean_incremental_cost_jpy,q025_incremental_cost_jpy,q975_incremental_cost_jpy,mean_incremental_qaly,q025_incremental_qaly,q975_incremental_qaly,mean_incremental_nmb_jpy,q025_incremental_nmb_jpy,q975_incremental_nmb_jpy,probability_cost_effective_at_base_wtp,probability_cost_saving,probability_qaly_gain
base_high_risk,10000,20260825,control_risk_jeffreys_plus_reported_rr_lognormal,Jeffreys posterior for no-PEP risk plus log-normal reported risk ratio from published 95% CI,54197.29392995153,51160.98660810863,56659.31698963091,0.0032797665529906,0.0017309365523124134,0.005231059885854757,-37798.46116499853,-46866.11318741901,-26391.399874819468,0.0,0.0,1.0
