parameter_id,parameter_value,incremental_cost_jpy,incremental_qaly,icer_jpy_per_qaly,incremental_net_monetary_benefit_jpy,cost_effective_at_wtp
postacute_qaly_loss_per_surviving_symptomatic_case,0.0,54944.671019632005,0.0008387311300364696,65509278.30381461,-50751.015369449655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0005,54944.671019632005,0.0008763806307664697,62694985.59270781,-50562.76786579966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.001,54944.671019632005,0.0009140301314964697,60112538.00755498,-50374.520362149655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0015,54944.671019632005,0.0009516796322264697,57734419.398141444,-50186.27285849966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.002,54944.671019632005,0.0009893291329564696,55537302.18722829,-49998.025354849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0025,54944.671019632005,0.0010269786336864696,53501279.59566322,-49809.77785119966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.003,54944.671019632005,0.0010646281344164695,51609260.777001336,-49621.53034754966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0035,54944.671019632005,0.0011022776351464697,49846489.911165625,-49433.28284389966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.004,54944.671019632005,0.0011399271358764696,48200160.59832283,-49245.035340249655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0045000000000000005,54944.671019632005,0.0011775766366064696,46659104.22439349,-49056.78783659966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.005,54944.671019632005,0.0012152261373364697,45213536.25594297,-48868.540332949655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0055,54944.671019632005,0.0012528756380664695,43854848.27881775,-48680.29282929966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.006,54944.671019632005,0.0012905251387964698,42575436.43890024,-48492.045325649655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.006500000000000001,54944.671019632005,0.0013281746395264696,41368559.06179723,-48303.79782199966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.007,54944.671019632005,0.0013658241402564695,40228217.821157195,-48115.55031834966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0075,54944.671019632005,0.0014034736409864698,39149058.033617675,-47927.30281469966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.008,54944.671019632005,0.0014411231417164698,38126284.582585625,-47739.055311049655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0085,54944.671019632005,0.0014787726424464699,37155590.68548358,-47550.80780739966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.009000000000000001,54944.671019632005,0.00151642214317647,36233097.272332534,-47362.560303749655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0095,54944.671019632005,0.0015540716439064696,35355301.17615273,-47174.31280009966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.01,54944.671019632005,0.0015917211446364698,34519030.676180854,-46986.065296449655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0105,54944.671019632005,0.00162937064536647,33721407.20460453,-46797.81779279966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.011,54944.671019632005,0.0016670201460964695,32959812.242396493,-46609.57028914966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0115,54944.671019632005,0.0017046696468264696,32231858.601999976,-46421.32278549966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.012,54944.671019632005,0.0017423191475564696,31535365.433301717,-46233.075281849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0125,54944.671019632005,0.00177996864828647,30868336.401613493,-46044.82777819966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.013000000000000001,54944.671019632005,0.00181761814901647,30228940.57773525,-45856.580274549655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0135,54944.671019632005,0.0018552676497464696,29615495.654840115,-45668.33277089966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.014,54944.671019632005,0.0018929171504764696,29026453.168223333,-45480.085267249655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0145,54944.671019632005,0.0019305666512064697,28460385.444499113,-45291.83776359966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.015,54944.671019632005,0.0019682161519364695,27915974.0486702,-45103.59025994966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0155,54944.671019632005,0.0020058656526664703,27391999.532267805,-44915.34275629965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.016,54944.671019632005,0.0020435151533964697,26887332.31476654,-44727.095252649655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0165,54944.671019632005,0.00208116465412647,26400924.554762825,-44538.84774899966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.017,54944.671019632005,0.0021188141548564698,25931802.887806363,-44350.600245349655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0175,54944.671019632005,0.00215646365558647,25479061.924968682,-44162.35274169965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.018000000000000002,54944.671019632005,0.0021941131563164703,25041858.420772806,-43974.105238049655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0185,54944.671019632005,0.0022317626570464697,24619406.031439815,-43785.85773439966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.019,54944.671019632005,0.0022694121577764696,24210970.594898827,-43597.61023074966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0195,54944.671019632005,0.00230706165850647,23815865.872957084,-43409.36272709966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.02,54944.671019632005,0.0023447111592364697,23433449.70368297,-43221.115223449655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0205,54944.671019632005,0.0023823606599664704,23063120.51862261,-43032.86771979965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.021,54944.671019632005,0.00242001016069647,22704314.1851186,-42844.620216149655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.021500000000000002,54944.671019632005,0.002457659661426469,22356501.13886849,-42656.37271249966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.022,54944.671019632005,0.00249530916215647,22019183.776068974,-42468.125208849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0225,54944.671019632005,0.0025329586628864698,21691894.078136675,-42279.87770519966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.023,54944.671019632005,0.0025706081636164696,21374191.445160937,-42091.630201549655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0235,54944.671019632005,0.00260825766434647,21065660.716997854,-41903.38269789966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.024,54944.671019632005,0.0026459071650764697,20765910.363315426,-41715.135194249655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0245,54944.671019632005,0.00268355666580647,20474570.8259974,-41526.88769059966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.025,54944.671019632005,0.00272120616653647,20191292.99915014,-41338.640186949655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.025500000000000002,54944.671019632005,0.0027588556672664705,19915746.833567515,-41150.39268329965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.026000000000000002,54944.671019632005,0.00279650516799647,19647620.053924877,-40962.145179649655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0265,54944.671019632005,0.00283415466872647,19386616.978219274,-40773.89767599966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.027,54944.671019632005,0.002871804169456469,19132457.430072986,-40585.65017234966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0275,54944.671019632005,0.00290945367018647,18884875.735488355,-40397.40266869966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.028,54944.671019632005,0.0029471031709164697,18643619.796501964,-40209.155165049655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0285,54944.671019632005,0.00298475267164647,18408450.234947957,-40020.90766139966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.029,54944.671019632005,0.00302240217237647,18179139.600217342,-39832.660157749655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.029500000000000002,54944.671019632005,0.00306005167310647,17955471.63550146,-39644.41265409965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.03,54944.671019632005,0.00309770117383647,17737240.597544022,-39456.165150449655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0305,54944.671019632005,0.00313535067456647,17524250.625403903,-39267.91764679966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.031,54944.671019632005,0.0031730001752964705,17316315.154157918,-39079.670143149655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0315,54944.671019632005,0.00321064967602647,17113256.36985473,-38891.42263949966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.032,54944.671019632005,0.0032482991767564693,16914904.702372894,-38703.175135849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0325,54944.671019632005,0.00328594867748647,16721098.353143174,-38514.92763219966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.033,54944.671019632005,0.00332359817821647,16531682.85497038,-38326.680128549655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0335,54944.671019632005,0.0033612476789464706,16346510.661437938,-38138.43262489965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.034,54944.671019632005,0.00339889717967647,16165440.763601448,-37950.185121249655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0345,54944.671019632005,0.0034365466804064703,15988338.331878332,-37761.93761759966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.035,54944.671019632005,0.00347419618113647,15815074.381222377,-37573.690113949655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.035500000000000004,54944.671019632005,0.00351184568186647,15645525.457835637,-37385.44261029965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.036000000000000004,54944.671019632005,0.0035494951825964702,15479573.345818644,-37197.195106649655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0365,54944.671019632005,0.00358714468332647,15317104.792294051,-37008.94760299966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.037,54944.671019632005,0.0036247941840564695,15158011.249660524,-36820.70009934966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0375,54944.671019632005,0.0036624436847864693,15002188.633744257,-36632.45259569966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.038,54944.671019632005,0.00370009318551647,14849537.09671576,-36444.205092049655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0385,54944.671019632005,0.00373774268624647,14699960.8137308,-36255.95758839966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.039,54944.671019632005,0.00377539218697647,14553367.782337481,-36067.710084749655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0395,54944.671019632005,0.0038130416877064695,14409669.63376711,-35879.46258109966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.04,54944.671019632005,0.0038506911884364703,14268781.455295477,-35691.215077449655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0405,54944.671019632005,0.00388834068916647,14130621.622924276,-35502.96757379966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.041,54944.671019632005,0.003925990189896471,13995111.643689794,-35314.72007014965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0415,54944.671019632005,0.003963639690626471,13862176.006958837,-35126.47256649965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.042,54944.671019632005,0.0040012891913564705,13731742.044119861,-34938.225062849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0425,54944.671019632005,0.00403893869208647,13603739.796121592,-34749.97755919966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.043000000000000003,54944.671019632005,0.00407658819281647,13478101.888351724,-34561.730055549655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.043500000000000004,54944.671019632005,0.00411423769354647,13354763.412385574,-34373.48255189965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.044,54944.671019632005,0.00415188719427647,13233661.81416857,-34185.235048249655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0445,54944.671019632005,0.00418953669500647,13114736.788227882,-33996.98754459966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.045,54944.671019632005,0.0042271861957364695,12997930.177537264,-33808.74004094966,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0455,54944.671019632005,0.00426483569646647,12883185.878685813,-33620.49253729965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.046,54944.671019632005,0.00430248519719647,12770449.752025723,-33432.245033649655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0465,54944.671019632005,0.004340134697926471,12659669.53649669,-33243.99752999965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.047,54944.671019632005,0.00437778419865647,12550794.768845476,-33055.750026349655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0475,54944.671019632005,0.0044154336993864705,12443776.706978213,-32867.50252269965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.048,54944.671019632005,0.00445308320011647,12338568.257200973,-32679.255019049655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0485,54944.671019632005,0.00449073270084647,12235123.90512028,-32491.007515399655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.049,54944.671019632005,0.00452838220157647,12133399.649990689,-32302.760011749655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0495,54944.671019632005,0.00456603170230647,12033352.942310374,-32114.512508099655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.05,54944.671019632005,0.0046036812030364705,11934942.624478841,-31926.26500444965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0505,54944.671019632005,0.00464133070376647,11838128.87434288,-31738.017500799655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.051000000000000004,54944.671019632005,0.004678980204496471,11742873.151468031,-31549.76999714965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.051500000000000004,54944.671019632005,0.004716629705226471,11649138.145983376,-31361.52249349965,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.052000000000000005,54944.671019632005,0.00475427920595647,11556887.729856873,-31173.274989849655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0525,54944.671019632005,0.00479192870668647,11466086.910467671,-30985.027486199655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.053,54944.671019632005,0.0048295782074164705,11376701.786350003,-30796.779982549655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.0535,54944.671019632005,0.00486722770814647,11288699.504991096,-30608.532478899655,False
postacute_qaly_loss_per_surviving_symptomatic_case,0.054,54944.671019632005,0.00490487720887647,11202048.2225727,-30420.284975249655,False
