scenario_id,structural_mode,incremental_cost_jpy,incremental_qaly,icer_jpy_per_qaly,icer_status,incremental_net_monetary_benefit_jpy,wtp_jpy_per_qaly,symptomatic_cases_prevented,secondary_symptomatic_cases_prevented,total_symptomatic_cases_prevented,observed_all_cause_hospitalizations_prevented,hospitalizations_prevented,deaths_prevented,pcc_cases_prevented,postacute_profile_cases_prevented,number_needed_to_treat,incremental_cost_per_symptomatic_case_prevented_jpy,threshold_total_pep_intervention_cost_jpy,threshold_drug_cost_jpy_holding_other_pep_costs_fixed,cost_effective_at_wtp
base_high_risk,symptomatic_mediation_profile,54944.671019632005,0.0032671239271214697,16817443.18405501,icer,-38609.05138402466,5000000.0,0.07537,0.0,0.07537,0.0005916545,0.0005916545,7.099854e-05,0.0,0.07529900146000001,13.267878466233249,728999.2174556454,19120.948615975343,11020.948615975343,False
